ChanID 	 PedRMS(pes) 	 DarkNoise Rate 
16042	0.076274	0.0338078
16043	0.0582173	0.0479951
16044	0.0743994	0.0835118
16045	0.0749497	0.0169721
16046	0.0741107	0.0222148
16047	0.0743353	0.0337056
16048	0.0760491	0.0148184
16049	0.0760488	0.0226447
16050	0.0771428	0.0230298
16051	0.0578941	0.0251635
16052	0.0785633	0.0243455
16053	0.0791062	0.0310825
16054	0.0777078	0.021213
16055	0.0776279	0.0235258
16056	0.0764738	0.052603
16057	0.0762389	0.0236555
16058	0.075862	0.017993
16059	0.0757497	0.0390345
16060	0.0818515	0.049616
16061	0.079669	0.0362415
16062	0.0792425	0.0274654
16063	0.0783671	0.0380843
17000	0.152806	0.00806418
17001	0.153956	0.00882609
17002	0.150575	0.00747764
17003	0.156287	0.0103437
17004	0.189808	0.0609552
17005	0.188683	0.0806096
17006	0.475392	0.0543565
17007	0.208018	0.000614939
17008	0.130735	0.0108719
17009	0.153245	0.00708277
17010	0.156686	0.0110181
17011	0.153016	0.0106207
17012	0.217292	0.0089213
17013	0.202339	0.0100483
17014	0.218235	0.000737647
17015	0.203694	0.000763166
17016	0.120754	0.0294923
17017	0.119647	0.0242046
17018	0.13394	0.0111062
17019	0.14418	0.00703053
17020	0.177577	0.000630199
17021	0.169924	0.0148726
17022	0.173013	0.00763356
17023	0.149122	0.0337777
17025	0.141989	0.0113597
17026	0.14567	0.0180002
17027	0.152955	0.00700674
17028	0.149622	0.0397236
17029	0.151044	0.00601946
17030	0.171826	0.0106189
17031	0.153727	0.0388469
17032	0.120714	0.0167963
17033	0.1372	0.00799891
17034	0.117588	0.0283308
17035	0.149701	0.0277211
17036	0.120224	0.0305591
17037	0.118717	0.020107
17038	0.120527	0.029677
17039	0.112497	0.115751
17040	0.135181	0.0282547
17041	0.137451	0.0110597
17042	0.130109	0.00855814
17043	0.125897	0.038221
17044	0.120406	0.0263657
17045	0.123899	0.0450915
17046	0.122862	0.0292674
17047	0.1217	0.0477308
17048	0.130223	0.0482658
17049	0.132848	0.0652809
17050	0.104076	0.00794422
17051	0.106051	0.0110354
17052	0.10435	0.0266469
17053	0.10249	0.0325431
17054	0.110415	0.0412911
17055	0.127921	0.0382047
17056	0.110896	0.0254653
17057	0.105316	0.0290122
17058	0.129029	0.0112014
17059	0.121229	0.0571059
17060	0.138177	0.00953721
17061	0.13004	0.0547734
17062	0.126883	0.0201931
17063	0.111198	0.0285857
18000	0.149174	0.0493711
18001	0.126594	0.00790554
18002	0.126462	0.0121673
18003	0.147162	0.00918051
18004	0.172021	0.000562783
18005	0.126668	0.00042534
18006	0.196187	0.022608
18007	0.190433	0.00668001
18008	0.123837	0.0276597
18009	0.146028	0.0119403
18010	0.127096	0.0290978
18011	0.145681	0.0320597
18012	0.166638	0.0213447
18013	0.189514	0.000445099
18014	0.0989212	2.375e-06
18015	0.196812	0.0157118
18016	0.133785	0.0231266
18017	0.134908	0.0222764
18018	0.139358	0.0448158
18019	0.137142	0.0127563
18020	0.166325	0.0547477
18021	0.16141	0.0474917
18022	0.162233	0.00761945
18023	0.141356	0.0114171
18024	0.110136	0.0184186
18025	0.118306	0.0287278
18026	0.131691	0.0345207
18027	0.150762	0.0502998
18028	0.136295	0.0296988
18029	0.163099	0.0101293
18030	0.162507	0.019436
18031	0.166593	0.0235331
18032	0.127081	0.0297592
18033	0.11001	0.0316688
18034	0.124593	0.0365285
18035	0.118034	0.0418029
18036	0.111044	0.0509691
18037	0.0826447	0.0326832
18038	0.113699	0.0435093
18039	0.113481	0.0309588
18040	0.130323	0.031591
18041	0.132232	0.0484702
18042	0.126273	0.00664868
18043	0.127391	0.0154529
18044	0.0915218	0.0414189
18045	0.116024	0.0483947
18046	0.114601	0.0785103
18047	0.0930578	0.0521473
18048	0.123342	0.0566496
18049	0.121675	0.0273505
18050	0.121283	0.044924
18051	0.122941	0.0212332
18052	0.117848	0.0329277
18053	0.0970486	0.0303213
18054	0.118216	0.0380789
18055	0.115314	0.061199
18056	0.122101	0.0104829
18057	0.121586	0.00660401
18058	0.0959108	0.0151195
18059	0.0932848	0.0221279
18060	0.139434	0.0100043
18061	0.122661	0.0400366
18062	0.120196	0.0207054
18063	0.120532	0.0440141
19000	0.138788	0.0329546
19001	0.123926	0.04164
19002	0.119139	0.0132838
19003	0.123174	0.0118688
19004	0.156357	0.00937052
19005	0.160892	0.0117663
19006	0.165485	0.0231696
19007	0.161053	0.0783887
19008	0.121876	0.0256141
19010	0.125723	0.0430011
19011	0.120909	0.0320438
19012	0.157276	0.00660728
19013	0.166078	0.0350967
19014	0.152086	0.0200087
19015	0.166211	0.010463
19016	0.117198	0.0537343
19017	0.113648	0.0222716
19018	0.11663	0.0447318
19019	0.120396	0.0634787
19020	0.136519	0.0070406
19022	0.142225	0.0918452
19023	0.135113	0.029544
19024	0.115492	0.0351131
19025	0.116322	0.0424178
19026	0.0932782	0.0211897
19027	0.123796	0.045275
19028	0.111836	0.0395544
19029	0.114224	0.0224137
19030	0.13734	0.0268548
19031	0.138534	0.00922845
19032	0.107086	0.0436402
19033	0.114148	0.0229798
19034	0.11167	0.0327121
19035	0.114154	0.0338881
19038	0.0982126	0.026771
19039	0.101382	0.0769881
19040	0.0966131	0.0214566
19041	0.110948	0.0216489
19042	0.111102	0.0435619
19043	0.110029	0.0462936
19044	0.0975356	0.0482687
19045	0.0985439	0.0283849
19046	0.0988645	0.0347215
19047	0.0983069	0.0498369
19048	0.107126	0.0420768
19049	0.0837845	0.0347084
19050	0.104976	0.0168879
19051	0.108643	0.0316238
19052	0.102138	0.0224206
19053	0.10488	0.0259114
19054	0.1033	0.0372828
19055	0.102771	0.0342349
19056	0.106883	0.0331167
19057	0.107801	0.0241649
19058	0.108192	0.0284886
19060	0.112679	0.0447282
19061	0.1041	0.0481594
19062	0.102658	0.0240709
19063	0.102243	0.0253006
20000	0.1082	0.0233581
20001	0.109247	0.0321492
20002	0.107044	0.0255873
20003	0.094801	0.0436407
20004	0.140647	0.0603364
20005	0.141326	0.0088957
20006	0.123604	0.0501043
20007	0.129062	0.00834182
20008	0.108533	0.0154778
20010	0.110143	0.0365026
20011	0.10438	0.0353584
20012	0.137811	0.0405443
20013	0.144928	0.0305235
20014	0.130264	0.0400486
20015	0.143391	0.0387515
20016	0.102962	0.0293327
20017	0.102165	0.0623412
20018	0.107585	0.0801893
20019	0.104227	0.0279121
20020	0.119397	0.00607014
20021	0.117593	0.0262226
20022	0.119417	0.0465192
20023	0.12095	0.0289216
20024	0.099607	0.0206454
20025	0.10072	0.0326132
20026	0.104003	0.0400957
20027	0.0782356	0.0277126
20028	0.114804	0.0181547
20029	0.12278	0.05797
20030	0.117165	0.0188976
20031	0.119929	0.0412542
20032	0.10275	0.0471824
20033	0.10213	0.0308986
20034	0.0996329	0.0288699
20035	0.102587	0.0196594
20036	0.0877152	0.0218714
20037	0.0849758	0.0345869
20038	0.0888557	0.0511032
20041	0.100983	0.0209945
20042	0.100617	0.0440888
20043	0.100677	0.033095
20044	0.0878441	0.0358988
20045	0.0889895	0.0319507
20046	0.0679103	0.0194035
20047	0.0883621	0.051519
20048	0.0936037	0.0194395
20049	0.0959747	0.0389554
20050	0.0931177	0.0226
20051	0.0968507	0.0264058
20052	0.0932377	0.0495384
20053	0.0932314	0.0326713
20054	0.0909318	0.0312042
20055	0.0912356	0.0281345
20056	0.044651	0.0142617
20057	0.0963176	0.0510699
20058	0.0968744	0.0359679
20059	0.0942513	0.0303818
20060	0.10077	0.0312314
20061	0.0929145	0.0283726
20062	0.0918724	0.00636798
20063	0.0945186	0.0752336
21000	0.144439	0.0203976
21001	0.145701	0.0349479
21002	0.143954	0.040845
21003	0.145985	0.0313327
21004	0.194752	0.0192857
21005	0.193168	0.0120721
21006	0.180331	0.0397246
21007	0.167174	0.0109419
21008	0.145192	0.00885572
21009	0.143533	0.00744439
21010	0.163517	0.00754162
21011	0.146005	0.0444721
21012	0.194207	0.0665638
21013	0.1992	0.00756857
21014	0.196145	0.00782037
21015	0.185337	0.0153685
21016	0.138368	0.0490515
21017	0.121307	0.0399264
21018	0.137284	0.0254201
21019	0.139648	0.0124768
21020	0.170078	0.0936634
21022	0.161153	0.0143823
21023	0.157461	0.0431094
21024	0.137851	0.037567
21026	0.139766	0.0369187
21027	0.124368	0.0554025
21028	0.157838	0.0351015
21029	0.141716	0.0401528
21030	0.161677	0.0109482
21031	0.168155	0.037302
21032	0.133943	0.0297519
21033	0.132528	0.0489455
21034	0.134472	0.0344207
21035	0.139634	0.0371169
21036	0.119956	0.0244924
21037	0.107992	0.0270455
21038	0.119771	0.0405328
21040	0.131299	0.018706
21041	0.13324	0.0229125
21042	0.13602	0.0556803
21043	0.134611	0.0297686
21044	0.122431	0.0475759
21045	0.107127	0.0657513
21047	0.119122	0.0315612
21048	0.128867	0.0254451
21049	0.107371	0.0328927
21050	0.127217	0.0189149
21051	0.134884	0.0644733
21052	0.110305	0.0377326
21053	0.121125	0.0296777
21054	0.121935	0.03684
21055	0.122385	0.0516064
21056	0.131899	0.0494828
21057	0.12874	0.00710493
21058	0.129512	0.0226663
21059	0.109718	0.0443215
21060	0.130815	0.0102629
21061	0.123334	0.0348709
21062	0.12449	0.0395087
21063	0.121973	0.039775
22000	0.119746	0.0563962
22001	0.118106	0.0323475
22002	0.116082	0.0228483
22003	0.1193	0.0227189
22004	0.149076	0.00768357
22005	0.155314	0.0445573
22006	0.15633	0.0128977
22007	0.145114	0.00792872
22008	0.122258	0.122733
22010	0.122548	0.0404028
22011	0.119179	0.00595834
22012	0.159377	0.0242372
22013	0.163168	0.0168724
22014	0.155929	0.0361925
22015	0.162114	0.0187615
22016	0.112891	0.0611968
22017	0.112954	0.030113
22018	0.112167	0.0221014
22019	0.115365	0.0401975
22020	0.132947	0.0352045
22021	0.129827	0.0232558
22022	0.131313	0.0639098
22023	0.131281	0.048801
22024	0.112267	0.0260622
22025	0.111358	0.0223764
22026	0.113327	0.0216106
22027	0.12422	0.0358117
22028	0.129593	0.0349855
22029	0.135457	0.0361033
22030	0.132432	0.0508208
22032	0.114778	0.0560885
22033	0.112761	0.025884
22034	0.110483	0.0354756
22036	0.101188	0.0327006
22037	0.0998437	0.037229
22038	0.100025	0.0227557
22039	0.101636	0.0498743
22040	0.109329	0.00659986
22041	0.109617	0.0171069
22042	0.108213	0.0197279
22043	0.109356	0.019553
22044	0.0982578	0.030394
22045	0.103106	0.0623621
22046	0.100057	0.0646949
22047	0.103784	0.0788142
22048	0.107103	0.0265316
22049	0.106387	0.00557539
22051	0.11411	0.0577006
22052	0.102264	0.0340848
22053	0.103264	0.0251177
22054	0.103156	0.0411308
22055	0.101222	0.0322124
22056	0.106812	0.00874689
22057	0.0766078	0.015815
22058	0.107017	0.020442
22060	0.114012	0.00825989
22062	0.103016	0.0307947
22063	0.103026	0.0341141
23000	0.104793	0.0455234
23001	0.105227	0.0336137
23002	0.101147	0.0216548
23003	0.103958	0.0199988
23004	0.126989	0.0133607
23005	0.135113	0.0580015
23006	0.122851	0.0435206
23007	0.134014	0.0543839
23008	0.106254	0.0520715
23009	0.103562	0.0169231
23010	0.0917327	0.0317121
23011	0.104381	0.0170128
23012	0.122717	0.0292678
23013	0.133283	0.00669247
23014	0.134522	0.00918001
23015	0.134472	0.0526829
23016	0.102271	0.038866
23017	0.101041	0.025871
23018	0.104307	0.0388009
23019	0.104802	0.052431
23020	0.116167	0.0376418
23021	0.112735	0.0199549
23023	0.112266	0.00791537
23024	0.10128	0.0272529
23025	0.100707	0.024906
23026	0.102925	0.0332961
23027	0.10607	0.0239566
23028	0.106357	0.0457762
23029	0.118267	0.0587638
23030	0.116585	0.0327356
23031	0.116518	0.0306755
23033	0.0899807	0.0162972
23034	0.0982464	0.0194392
23035	0.100079	0.0411404
23036	0.0841006	0.0235687
23037	0.082448	0.0288364
23038	0.084414	0.0273212
23039	0.0830717	0.0197907
23040	0.0965004	0.0227565
23041	0.100485	0.0453802
23042	0.0980711	0.0268804
23043	0.0991602	0.03
23044	0.085751	0.0948182
23045	0.0853282	0.0429712
23046	0.0845237	0.0263426
23047	0.0850651	0.0377245
23048	0.0936215	0.0273162
23049	0.0943861	0.025548
23050	0.0943516	0.0377568
23051	0.0956078	0.0246325
23052	0.0919041	0.10726
23053	0.0920084	0.0539979
23054	0.0883974	0.0388354
23055	0.0886258	0.0520685
23056	0.0933128	0.020255
23057	0.0931932	0.0128229
23058	0.0933219	0.0273089
23059	0.0939122	0.0267246
23060	0.0966817	0.0435345
23061	0.0918891	0.0665241
23062	0.0888173	0.0579485
24000	0.090069	0.0421068
24001	0.0891834	0.0277888
24002	0.0901147	0.0337866
24003	0.0907101	0.0170134
24004	0.130284	0.00689937
24005	0.118086	0.0673412
24006	0.119291	0.0158915
24007	0.122042	0.0568692
24008	0.0900273	0.0326578
24009	0.0896517	0.0313089
24010	0.0917373	0.0462413
24011	0.0704465	0.0401794
24012	0.115882	0.0363123
24013	0.120692	0.0581504
24014	0.120147	0.00943436
24015	0.137882	0.0453794
24016	0.0857236	0.0320344
24018	0.0887741	0.0280458
24019	0.0849703	0.0284604
24020	0.102461	0.0517671
24021	0.100165	0.05153
24022	0.100571	0.0450287
24023	0.100035	0.0266654
24024	0.0868124	0.0408016
24025	0.0860083	0.0279125
24026	0.0869097	0.0277739
24027	0.0952776	0.0401951
24028	0.0990888	0.0363405
24029	0.099758	0.017068
24030	0.0792522	0.0355565
24031	0.101517	0.0206667
24032	0.0884563	0.0472751
24034	0.0859785	0.0318466
24035	0.103582	0.0283573
24037	0.0765375	0.0390521
24038	0.0790656	0.0356671
24039	0.0781408	0.0244768
24040	0.0853987	0.0392681
24042	0.0845761	0.0305283
24043	0.0857196	0.0518869
24044	0.0803209	0.0528237
24045	0.0793322	0.0823072
24046	0.0780594	0.0219472
24047	0.0791461	0.0440202
24048	0.0841894	0.0325194
24049	0.085287	0.0365713
24050	0.0853389	0.0485834
24051	0.0856116	0.0224509
24052	0.0817966	0.0316868
24053	0.0853556	0.0377682
24054	0.0815247	0.0268099
24055	0.0818621	0.0209729
24056	0.0817224	0.0301545
24057	0.0778597	0.0551572
24058	0.085008	0.0335013
24059	0.0834694	0.0289684
24060	0.0920587	0.0423389
24061	0.0828412	0.0179284
24063	0.0822948	0.0294325
25000	0.0641868	0.024513
25001	0.0639862	0.0329364
25002	0.0643288	0.0152248
25003	0.0651654	0.030244
25004	0.086779	0.0467851
25005	0.0836736	0.0259743
25006	0.0842438	0.0388604
25007	0.0622323	0.0436229
25008	0.0646046	0.044083
25009	0.063962	0.03321
25010	0.0648018	0.0320921
25011	0.0481208	0.023176
25012	0.0836805	0.0233509
25013	0.0861729	0.0395319
25014	0.0844742	0.026084
25015	0.0746397	0.0350162
25016	0.0661048	0.0269506
25017	0.0644659	0.022237
25018	0.0681697	0.0282165
25020	0.0539765	0.0614314
25021	0.0683387	0.0257022
25022	0.0683666	0.0218616
25023	0.0688104	0.0303711
25024	0.0649494	0.0251631
25025	0.0654257	0.0221867
25026	0.0679762	0.0676816
25027	0.0470244	0.0516133
25028	0.067877	0.0501089
25029	0.0679273	0.0356935
25030	0.0677486	0.0216011
25031	0.068861	0.0328045
25032	0.066341	0.0202516
25033	0.0665662	0.0259338
25034	0.0662317	0.0296459
25035	0.0722352	0.0440548
25036	0.0597354	0.0262464
25037	0.0583642	0.0216168
25038	0.0606379	0.0450792
25040	0.0644107	0.0395221
25041	0.0351457	0.0289131
25042	0.0670974	0.0309775
25043	0.0661983	0.0445631
25044	0.0607287	0.0210887
25045	0.0607362	0.025736
25046	0.0602032	0.0227407
25047	0.0594457	0.0382791
25048	0.0655179	0.0467414
25050	0.0636193	0.0416149
25051	0.0646725	0.0310826
25052	0.0649571	0.0265545
25053	0.0637655	0.0317731
25054	0.0639242	0.0334999
25055	0.0657102	0.055714
25056	0.061146	0.018027
25057	0.0634916	0.0186412
25058	0.033982	0.0378613
25059	0.0596936	0.0141271
25060	0.0672195	0.0383981
25061	0.0650097	0.0315009
25062	0.0513754	0.0338446
25063	0.065763	0.0329488
26000	0.0653979	0.0292321
26001	0.0659994	0.0397001
26002	0.0652451	0.0215999
26004	0.0784864	0.0398217
26005	0.0786544	0.0579161
26006	0.0783799	0.0380137
26007	0.0775853	0.02347
26008	0.0676107	0.0427014
26009	0.0651995	0.0180334
26010	0.0668388	0.0233712
26011	0.0661359	0.0308282
26012	0.0798221	0.0499279
26013	0.0821478	0.038525
26014	0.0804268	0.0650386
26015	0.0829784	0.0579995
26016	0.0680025	0.0256935
26017	0.0672263	0.0244146
26018	0.0885671	0.0419587
26019	0.0690758	0.0551227
26021	0.0671611	0.0211967
26022	0.0681092	0.0359115
26023	0.0679399	0.0307618
26024	0.0689298	0.036719
26025	0.0688162	0.0286092
26026	0.0685174	0.0418248
26027	0.0682499	0.0274047
26028	0.0729381	0.024578
26030	0.0695639	0.0393037
26032	0.0693632	0.0261412
26033	0.0708652	0.0450855
26034	0.0828297	0.00163596
26035	0.0713282	0.0324411
26036	0.0627652	0.0369931
26037	0.0622859	0.0411766
26038	0.062016	0.0374955
26039	0.0627295	0.0389485
26040	0.0682092	0.0331215
26042	0.0676406	0.0383728
26043	0.0701156	0.0877569
26044	0.062996	0.0380788
26045	0.0620319	0.0306091
26046	0.0488379	0.0357965
26047	0.0630294	0.0418347
26048	0.0370557	0.0210976
26049	0.0666414	0.0311161
26050	0.0643663	0.0103458
26051	0.0681556	0.0281298
26052	0.0673459	0.0256381
26053	0.0669795	0.0852916
26056	0.0653641	0.022203
26057	0.0347941	0.0366766
26058	0.0686315	0.0414777
26059	0.0663035	0.0343483
26060	0.0707396	0.0597369
26061	0.0681636	0.0343319
26062	0.0678459	0.0270011
27000	0.0724156	0.0288486
27001	0.0718353	0.0275481
27002	0.0711441	0.0205539
27003	0.0530035	0.0438214
27004	0.0851065	0.0267158
27005	0.0838564	0.0277937
27006	0.0854869	0.0530162
27007	0.0845339	0.0266315
27008	0.0724029	0.0213188
27009	0.0713469	0.0226535
27010	0.0731747	0.0321947
27011	0.0732926	0.0418697
27012	0.083237	0.048273
27013	0.0839477	0.0322033
27014	0.08345	0.0160652
27015	0.0839843	0.0345934
27016	0.0746014	0.0603883
27017	0.0750784	0.0310929
27018	0.0762624	0.0202158
27019	0.0767681	0.0458005
27020	0.0869878	0.0294036
27021	0.0749587	0.056609
27022	0.0747638	0.0278146
27023	0.0742061	0.0325497
27024	0.0756935	0.0345506
27025	0.0757472	0.0319457
27026	0.0760337	0.0338364
27027	0.0748693	0.031481
27028	0.0724714	0.0296218
27029	0.074308	0.0411715
27031	0.07396	0.0243049
27032	0.0762399	0.0230025
27033	0.0768091	0.0192119
27034	0.0369793	0.0413714
27035	0.0827473	0.0563942
27036	0.0694843	0.0386358
27037	0.0679412	0.0364346
27038	0.0646375	0.0441386
27039	0.0701508	0.0419501
27040	0.0380484	0.0185792
27041	0.0807374	0.0334405
27043	0.0755281	0.0184402
27044	0.0700375	0.0269321
27045	0.0703269	0.039781
27047	0.0710265	0.0404135
27048	0.0739397	0.019417
27049	0.0744159	0.0123508
27050	0.0750126	0.0324945
27051	0.0750753	0.016793
27052	0.0739159	0.0677807
27053	0.0738917	0.0663671
27054	0.073838	0.0458656
27056	0.0724845	0.0268426
27057	0.0749257	0.0282912
27058	0.0748474	0.0216776
27059	0.074272	0.0158219
27060	0.0742261	0.0136649
27061	0.0757158	0.0536263
27062	0.0758644	0.0419711
27063	0.0752489	0.0484069
28000	0.0665905	0.0315876
28001	0.0666112	0.0261124
28002	0.0662338	0.0291906
28003	0.0488972	0.0230863
28005	0.0781061	0.033744
28006	0.0803686	0.04406
28007	0.0795412	0.0294743
28008	0.0679258	0.0444086
28009	0.048355	0.0400693
28010	0.0674081	0.0276205
28011	0.0667163	0.0363701
28013	0.0795701	0.0465129
28014	0.0779997	0.0365839
28015	0.0783361	0.0219447
28016	0.0359768	0.022793
28017	0.0697648	0.0262384
28018	0.0717297	0.02227
28019	0.0664173	0.0391067
28020	0.0705252	0.033702
28021	0.0687752	0.032914
28022	0.0687308	0.0247972
28023	0.0697689	0.0207047
28024	0.0694051	0.029187
28025	0.0692774	0.0567661
28027	0.0691019	0.0315696
28028	0.0360093	0.0388948
28029	0.0688053	0.0243817
28030	0.0685135	0.0202477
28031	0.0693371	0.04715
28032	0.0694813	0.0492019
28033	0.0720294	0.0236454
28034	0.071962	0.0166383
28035	0.0766414	0.0342864
28036	0.0655961	0.0260645
28037	0.064828	0.02808
28038	0.0669577	0.0398169
28039	0.0659092	0.031182
28040	0.071926	0.0293359
28041	0.0718098	0.0304486
28042	0.0715023	0.0342296
28043	0.0706986	0.0164009
28044	0.0655704	0.0256661
28045	0.0667233	0.0378778
28046	0.0658742	0.0233489
28047	0.0672685	0.0479296
28048	0.0693	0.0204242
28049	0.07046	0.0391019
28050	0.0489052	0.0345476
28052	0.0718607	0.0590047
28053	0.0747075	0.0603036
28054	0.0712772	0.0271863
28055	0.071116	0.0268567
28056	0.0686038	0.0152491
28057	0.0697989	0.0157995
28058	0.0704556	0.033895
28059	0.0694001	0.0254778
28060	0.0731692	0.046009
28061	0.0731151	0.0240884
28062	0.073524	0.044833
28063	0.0720819	0.0251833
